"ASV_10"	0	0	0	0	0	0	213	295	0	60	650	342	0	556	304	1383	0	524	0	183	170	686	155	408	0	100	123	48	92	0	0	1	71	1	92	0	124	15	0	0	0	0	163	0	0	0	0	0	0	0	0	0	301	10	0	834	96	0	0	203	1	0	195	103	0	0	383	0	0	0	87	0	0	0	150	378	0	0	0	0	0	0	0	0	513	0	0	380	0	0
"ASV_11"	0	1	34	25	32	0	5	76	16	148	0	33	20	5	0	0	0	0	0	0	0	0	0	28	0	32	60	19	27	2	25	0	17	158	37	0	20	11	0	0	30	0	405	0	20	5	0	101	197	47	216	0	26	0	0	0	14	0	62	0	2691	78	13	0	0	0	42	4168	10	0	161	53	0	0	0	36	0	0	34	0	13	0	0	0	0	0	650	0	0	28
"ASV_12"	0	31	8	6	0	14	89	4	38	28	0	41	2	61	16	43	0	5	0	1	8	0	0	99	0	91	186	156	98	70	61	15	123	21	424	20	122	86	61	0	20	0	251	22	20	53	0	34	73	8	75	0	6	5	0	5	3073	12	16	0	20	7	0	24	0	0	16	381	10	0	407	13	0	6	16	1	0	0	3	0	3	0	0	0	0	0	107	0	28	45
"ASV_13"	0	0	0	0	0	0	0	0	0	0	0	751	0	1030	111	51	0	71	0	0	0	0	91	375	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1055	156	1	1314	941	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_14"	0	0	0	0	0	0	0	0	0	0	0	113	0	36	0	0	0	0	0	3	0	0	0	204	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	49	427	3791	0	790	0	0	0	0	0	0	0	0	0	0	50	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_15"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5185	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ASV_16"	0	1	0	0	0	0	0	0	0	0	0	95	0	485	0	1116	1302	0	0	0	0	0	19	0	0	35	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	1016	547	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ASV_17"	49	58	61	62	54	73	51	73	61	46	69	32	92	24	62	13	40	72	75	32	28	185	47	58	3	39	66	48	60	63	43	45	35	40	53	62	41	60	60	9	46	0	41	81	65	73	14	135	17	32	101	6	23	54	37	66	11	72	36	44	56	72	44	41	15	0	75	23	69	20	22	52	6	59	50	51	577	56	59	22	57	66	59	0	52	12	16	84	66	47
"ASV_18"	37	66	78	55	65	60	59	58	45	42	54	68	75	27	61	11	44	64	85	58	66	50	59	58	1	39	59	56	62	43	49	53	68	50	72	65	58	57	69	4	25	0	45	71	104	45	11	152	15	48	61	11	36	48	39	45	19	73	54	85	54	71	48	37	19	0	50	13	117	24	19	76	7	61	46	54	55	86	45	29	45	88	65	0	70	18	3	92	76	72
"ASV_19"	106	59	54	63	48	44	49	58	38	34	107	40	79	30	70	10	18	107	64	60	42	44	51	47	1	45	54	35	63	47	49	43	50	31	53	49	39	54	75	5	40	0	36	70	77	72	11	55	22	39	81	16	10	47	27	64	25	64	55	80	52	77	67	47	30	0	68	47	55	27	27	68	17	63	67	58	31	72	56	19	36	54	65	0	48	16	1	63	50	75
"ASV_20"	13	11	76	83	48	92	32	53	27	66	16	27	11	15	35	2	1	19	16	12	156	8	9	77	0	107	33	60	21	80	42	67	74	12	47	13	43	7	6	6	55	0	98	12	22	232	2	14	4	13	257	3	15	81	10	10	55	27	4	449	31	32	56	8	3	0	355	5	14	4	12	21	1	12	10	77	11	15	35	5	78	14	16	0	86	4	1	17	20	65
"ASV_21"	0	0	195	130	170	9	8	178	19	94	0	6	0	48	34	4	133	4	15	9	11	140	3	139	0	81	52	33	24	21	10	4	39	14	38	15	21	0	0	0	0	0	46	0	0	2	0	0	19	2	64	0	13	9	1	5	7	0	0	0	926	236	182	19	0	0	7	36	0	96	22	3	0	38	18	39	0	12	3	0	22	17	28	0	0	0	0	1	4	20
"ASV_22"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	972	0	0	0	0	0	0	0	257	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2098	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	13	0	452	0	0	0	0	0	0	0	0	0	0	2516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_24"	1	0	109	34	138	0	21	117	29	13	0	25	0	5	16	0	0	0	0	0	11	0	0	83	0	29	49	26	4	38	18	9	18	2	23	13	30	20	0	0	15	0	12	0	60	0	0	0	13	0	11	0	9	0	0	19	8	13	0	0	1025	112	43	0	0	0	17	96	0	94	138	38	0	0	19	86	0	0	0	0	59	31	32	0	0	0	0	0	0	0
"ASV_25"	100	0	0	0	0	0	0	0	0	0	0	1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	0	0	0	199	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_26"	0	0	0	0	0	272	1395	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	8	1	0	0	0	0	0	0	561	60	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0
"ASV_27"	0	0	0	82	31	0	9	37	63	0	64	0	0	54	3	0	0	0	0	0	22	0	0	136	0	205	4	157	52	160	0	0	20	44	105	0	22	0	60	0	0	0	0	1	0	0	0	0	15	7	0	0	110	1	9	28	8	0	0	0	322	10	0	0	0	0	0	0	0	0	36	0	643	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	52	84
"ASV_28"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2581	0	0	0	0	0	0	0	9	0	0	20	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_29"	0	1	0	0	0	0	1	0	0	0	0	0	0	2480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_30"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	30	0	0	0	0	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_31"	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	46	0	232	0	1	0	0	0	14	1	0	0	1	0	0	0	111	0	0	0	0	0	0	0	0	0	0	1423	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	361	0	0	0
"ASV_32"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1404	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649	0	0	0	0
"ASV_33"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_34"	0	16	0	0	0	0	0	0	0	0	0	95	0	0	103	642	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	46	0	63	0	0	4	0	201	0	36	0	0	0	102	0	403	86	0	0	0	0	0	0	0	140	0	0	0	3	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_35"	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	157	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ASV_36"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_37"	0	1	0	0	0	0	0	0	0	0	0	0	0	24	164	0	0	248	292	0	113	0	0	101	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	612	128	0	212	95	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
"ASV_38"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_39"	0	1	0	0	0	0	0	0	0	0	0	82	0	57	0	0	0	9	0	13	17	0	27	146	0	83	143	57	81	43	19	6	55	27	224	0	100	25	0	0	34	0	356	0	2	0	0	0	4	0	0	0	11	39	0	54	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_40"	0	0	0	0	0	0	0	0	0	0	222	0	0	0	215	0	0	41	651	0	0	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_41"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_42"	60	0	19	0	21	0	0	17	0	30	0	0	0	6	21	0	1	151	0	2	25	0	2	28	0	23	14	11	5	21	7	3	18	7	21	0	43	0	1	9	0	0	28	1	0	0	0	0	25	0	0	357	0	2	0	0	0	3	5	2	4	58	0	0	0	0	1	0	269	0	0	20	0	0	0	52	0	0	189	0	3	0	0	0	2	0	0	0	0	22
"ASV_43"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1554	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_44"	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_45"	1	0	44	20	13	55	1	3	0	27	7	4	9	3	5	1	3	7	3	2	3	2	57	9	0	30	12	2	9	10	7	2	12	14	9	1	11	2	10	0	8	0	6	12	2	3	0	4	2	3	6	1	1	58	2	7	3	2	11	3	26	3	42	1	2	0	5	0	3	2	25	1	0	1	2	0	0	2	2	4	4	16	3	2	3	0	561	4	0	14
"ASV_46"	0	0	84	0	12	0	47	4	10	30	0	4	0	55	178	0	0	0	0	0	0	0	0	13	0	6	31	51	13	1	30	0	2	0	0	0	5	118	0	0	0	0	16	0	35	0	0	0	4	0	4	0	13	0	0	33	27	0	0	0	0	247	7	0	0	0	0	0	0	0	15	7	0	0	0	80	0	0	5	0	50	0	0	0	0	0	0	0	0	30
"ASV_47"	0	0	0	0	0	0	0	0	0	0	0	132	0	8	0	129	0	0	0	0	47	0	2	0	0	8	128	135	95	65	0	0	145	15	78	0	96	0	11	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	108	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_48"	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	414	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_49"	0	0	0	0	0	0	0	0	31	1	0	5	0	11	7	0	0	0	0	0	10	0	0	36	0	18	59	31	9	10	0	0	23	1	77	0	32	57	0	0	25	0	554	0	0	0	0	36	0	0	0	0	0	0	3	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_50"	0	0	0	0	0	0	0	0	0	0	233	0	0	0	42	0	0	299	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_51"	0	0	0	0	2	0	14	12	15	0	0	15	0	29	11	8	0	0	0	0	0	0	3	206	0	110	61	34	13	18	0	0	46	2	8	0	41	5	9	0	5	0	11	0	7	0	0	0	18	0	0	0	9	2	0	3	9	0	8	0	19	0	0	0	0	0	0	0	0	0	163	0	0	0	29	10	0	0	0	0	0	0	0	0	0	0	0	0	0	30
"ASV_52"	0	0	0	0	0	1	0	0	0	0	0	0	4	151	0	0	10	2	2	0	2	0	0	0	0	0	153	45	0	7	235	7	0	0	84	0	3	0	0	0	0	0	0	0	1	0	0	0	141	0	1	0	0	0	1	0	0	0	34	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_53"	0	0	0	0	0	0	0	0	0	0	0	70	0	148	16	2	0	0	4	14	85	0	58	51	0	22	4	0	11	13	0	0	1	6	14	0	1	0	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	106	117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_54"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	880	0
"ASV_55"	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_56"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_57"	0	4	37	12	9	25	19	41	3	59	4	42	0	4	0	0	1	0	1	0	3	2	1	23	0	3	17	20	15	40	6	1	15	11	16	0	20	3	5	0	4	0	28	6	4	7	0	6	0	0	3	0	3	3	2	24	0	5	0	3	2	18	51	4	0	1	0	0	1	2	15	1	0	1	0	2	0	1	119	0	5	2	7	3	2	0	2	0	1	3
"ASV_58"	4	0	0	0	0	0	0	7	0	0	85	29	0	6	0	0	0	15	0	4	45	0	1	34	0	63	48	41	49	28	24	0	16	9	33	0	62	18	0	0	4	0	30	0	0	5	5	1	1	0	0	0	14	7	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	72	3	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0
"ASV_59"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_60"	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_61"	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_62"	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
"ASV_63"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_64"	0	0	0	0	0	0	0	0	0	0	0	0	0	42	3	0	0	0	0	0	0	0	0	1	0	0	26	3	0	4	0	0	0	46	0	0	0	42	184	0	28	0	42	0	77	0	0	0	0	0	0	0	0	152	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_65"	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_66"	94	0	16	16	1	29	3	13	16	24	3	25	3	6	4	0	0	3	3	84	3	39	1	9	0	2	50	4	14	20	3	2	17	6	17	1	16	2	1	0	1	0	8	6	0	0	0	0	0	0	8	0	3	0	2	1	6	3	1	0	3	14	2	1	0	0	3	0	2	0	0	1	0	0	4	4	0	0	2	1	2	1	2	0	1	0	1	0	1	14
"ASV_67"	0	0	0	17	29	0	14	11	8	0	0	51	0	26	0	0	0	0	0	0	11	0	0	4	0	24	44	4	26	8	29	3	14	0	79	0	6	0	12	0	30	0	0	0	0	0	0	0	4	0	10	0	0	0	0	6	0	0	0	0	90	4	4	0	0	0	0	4	0	0	28	0	0	0	25	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
"ASV_68"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_69"	0	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	1	1	0	3	1	1	1	0	0	0	1	0	1	0	0	3	1	0	0	0	1	0	528	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"ASV_70"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
